Potential applied (V);Time (s);WE(1).Current (A);WE(1).Potential (V);Scan;Index;Q+;Q-;Current range
-1.7059326171875;378.017750045597;-4.281005859375E-06;-1.70562744140625;1;1870;0.000133864662284031;-0.000614197832113131;10 µA
-1.70791625976563;378.216114045096;-4.288330078125E-06;-1.707763671875;1;1871;0.000133864662284031;-0.000614197832113131;10 µA
-1.70989990234375;378.414478044595;-4.29534912109375E-06;-1.70867919921875;1;1872;0.000133864662284031;-0.000614197832113131;10 µA
-1.71188354492188;378.612842044094;-4.3023681640625E-06;-1.71112060546875;1;1873;0.000133864662284031;-0.000614197832113131;10 µA
-1.7138671875;378.811206043594;-4.3109130859375E-06;-1.7132568359375;1;1874;0.000133864662284031;-0.000614197832113131;10 µA
-1.71585083007813;379.009570043093;-4.31854248046875E-06;-1.71539306640625;1;1875;0.000133864662284031;-0.000614197832113131;10 µA
-1.71783447265625;379.207934042592;-4.32586669921875E-06;-1.71722412109375;1;1876;0.000133864662284031;-0.000614197832113131;10 µA
-1.71981811523438;379.406298042091;-4.3341064453125E-06;-1.7193603515625;1;1877;0.000133864662284031;-0.000614197832113131;10 µA
-1.7218017578125;379.60466204159;-4.34112548828125E-06;-1.72119140625;1;1878;0.000133864662284031;-0.000614197832113131;10 µA
-1.72378540039063;379.80302604109;-4.34906005859375E-06;-1.72332763671875;1;1879;0.000133864662284031;-0.000614197832113131;10 µA
-1.72576904296875;380.001390040589;-4.356689453125E-06;-1.72515869140625;1;1880;0.000133864662284031;-0.000614197832113131;10 µA
-1.72775268554688;380.199754040088;-4.36553955078125E-06;-1.727294921875;1;1881;0.000133864662284031;-0.000614197832113131;10 µA
-1.729736328125;380.398118039587;-4.37255859375E-06;-1.72943115234375;1;1882;0.000133864662284031;-0.000614197832113131;10 µA
-1.73171997070313;380.596482039086;-4.381103515625E-06;-1.73126220703125;1;1883;0.000133864662284031;-0.000614197832113131;10 µA
-1.73370361328125;380.794846038585;-4.388427734375E-06;-1.7327880859375;1;1884;0.000133864662284031;-0.000614197832113131;10 µA
-1.73568725585938;380.993210038085;-4.39605712890625E-06;-1.7352294921875;1;1885;0.000133864662284031;-0.000614197832113131;10 µA
-1.7376708984375;381.191574037584;-4.4036865234375E-06;-1.737060546875;1;1886;0.000133864662284031;-0.000614197832113131;10 µA
-1.73965454101563;381.389938037083;-4.41192626953125E-06;-1.73980712890625;1;1887;0.000133864662284031;-0.000614197832113131;10 µA
-1.74163818359375;381.588302036582;-4.41986083984375E-06;-1.74163818359375;1;1888;0.000133864662284031;-0.000614197832113131;10 µA
-1.74362182617188;381.786666036081;-4.427490234375E-06;-1.74285888671875;1;1889;0.000133864662284031;-0.000614197832113131;10 µA
-1.74560546875;381.985030035581;-4.434814453125E-06;-1.74468994140625;1;1890;0.000133864662284031;-0.000614197832113131;10 µA
-1.74758911132813;382.18339403508;-4.44244384765625E-06;-1.74713134765625;1;1891;0.000133864662284031;-0.000614197832113131;10 µA
-1.74957275390625;382.381758034579;-4.4500732421875E-06;-1.74957275390625;1;1892;0.000133864662284031;-0.000614197832113131;10 µA
-1.75155639648438;382.580122034078;-4.45770263671875E-06;-1.7510986328125;1;1893;0.000133864662284031;-0.000614197832113131;10 µA
-1.7535400390625;382.778486033577;-4.46624755859375E-06;-1.7529296875;1;1894;0.000133864662284031;-0.000614197832113131;10 µA
-1.75552368164063;382.976850033076;-4.473876953125E-06;-1.7547607421875;1;1895;0.000133864662284031;-0.000614197832113131;10 µA
-1.75750732421875;383.175214032576;-4.48150634765625E-06;-1.75750732421875;1;1896;0.000133864662284031;-0.000614197832113131;10 µA
-1.75949096679688;383.373578032075;-4.48944091796875E-06;-1.75872802734375;1;1897;0.000133864662284031;-0.000614197832113131;10 µA
-1.761474609375;383.571942031574;-4.4970703125E-06;-1.7608642578125;1;1898;0.000133864662284031;-0.000614197832113131;10 µA
-1.76345825195313;383.770306031073;-4.50469970703125E-06;-1.76300048828125;1;1899;0.000133864662284031;-0.000614197832113131;10 µA
-1.76544189453125;383.968670030572;-4.5123291015625E-06;-1.76483154296875;1;1900;0.000133864662284031;-0.000614197832113131;10 µA
-1.76742553710938;384.167034030071;-4.5208740234375E-06;-1.766357421875;1;1901;0.000133864662284031;-0.000614197832113131;10 µA
